Voyage_ID,Carrier,Vessel_Name,Vessel_Type,Origin_Port,Destination_Port,Distance_NM,Scheduled_Transit_Days,Departure_Delay_Hours,Average_Speed_Knots,Vessel_Age,Cargo_Load_Percentage,Port_Congestion_Index,Weather_Severity,Fuel_Price_USD,Historical_Route_Delay,Season,Customs_Clearance_Risk,Actual_Delay_Hours,Late_Arrival
V11485,Maersk,Eric Voyager,LNG Carrier,Los Angeles,Colombo,1867,5.2,13.4,19.2,27,86.0,94.8,4.0,846.14,0.0,Summer,High,24.6,1
V11486,Evergreen,Eric Voyager,LNG Carrier,Shanghai,Los Angeles,9377,35.2,7.7,16.7,17,40.8,96.4,4.2,799.68,5.6,Winter,Medium,25.6,1
V11487,Maersk,Katie Voyager,LNG Carrier,Shanghai,Dubai,1610,5.3,0.0,23.7,16,99.1,28.6,9.3,475.0,13.5,Spring,Low,20.3,1
V11488,Yang Ming,Kristi Voyager,LNG Carrier,Singapore,Busan,6258,21.1,0.0,21.7,29,40.2,59.5,6.5,753.36,1.9,Summer,High,19.4,1
V11489,COSCO,Melissa Voyager,Container,Busan,Antwerp,5237,12.2,0.0,18.3,17,55.8,24.3,4.0,744.84,1.6,Summer,Low,13.8,1
V11490,Yang Ming,Chelsea Voyager,Oil Tanker,Busan,Los Angeles,7988,20.7,5.4,22.2,19,54.4,60.9,6.0,680.32,10.6,Winter,High,21.6,1
V11491,Yang Ming,Eric Voyager,Bulk Carrier,Shanghai,Dubai,2463,5.9,5.7,14.5,17,76.8,0.4,9.1,560.18,7.2,Summer,High,21.1,1
V11492,Yang Ming,Sue Voyager,Bulk Carrier,Singapore,Hamburg,9934,26.1,5.7,15.0,24,96.2,13.6,9.5,514.88,0.0,Winter,Medium,23.4,1
V11493,CMA CGM,Tina Voyager,Container,Dubai,Colombo,4968,17.5,4.0,19.8,25,54.7,4.4,2.5,763.49,6.5,Summer,High,11.7,0
V11494,COSCO,Desiree Voyager,Bulk Carrier,Los Angeles,Colombo,10241,38.5,8.2,20.9,12,42.5,73.0,5.4,506.43,6.1,Winter,Low,21.8,1
V11495,Yang Ming,Kristina Voyager,LNG Carrier,Busan,Los Angeles,3574,12.1,12.6,15.5,20,59.7,61.0,4.1,773.91,0.0,Spring,High,22.6,1
V11496,CMA CGM,Kimberly Voyager,Container,Singapore,Antwerp,1697,4.5,0.0,21.9,15,72.3,66.6,7.4,513.5,13.5,Spring,Medium,27.9,1
V11497,CMA CGM,Joseph Voyager,Bulk Carrier,Dubai,Shanghai,4243,13.8,0.0,18.2,26,67.9,74.7,4.8,748.51,10.7,Autumn,Medium,23.8,1
V11498,ONE,Sarah Voyager,Bulk Carrier,Busan,Rotterdam,11757,32.3,9.5,14.5,20,66.4,85.2,2.8,516.94,10.2,Summer,Low,22.7,1
V11499,Maersk,Thomas Voyager,Bulk Carrier,Hamburg,Busan,5691,22.7,4.9,22.6,21,55.0,34.0,4.9,499.02,18.0,Spring,Low,19.3,1
V11500,CMA CGM,Melissa Voyager,Oil Tanker,Busan,Rotterdam,1151,4.1,7.6,21.9,26,72.6,55.0,2.5,607.23,14.9,Autumn,Medium,18.2,1
V11501,MSC,Kevin Voyager,Bulk Carrier,Antwerp,Colombo,5657,18.1,0.0,19.1,15,44.6,20.2,5.2,779.6,0.4,Spring,Medium,13.0,1
V11502,Evergreen,Dustin Voyager,Container,Los Angeles,Shanghai,10563,28.5,0.0,23.7,5,91.1,29.6,5.5,572.71,7.2,Autumn,Low,17.0,1
V11503,CMA CGM,Matthew Voyager,Bulk Carrier,Busan,Antwerp,7106,19.1,5.7,16.9,28,76.9,33.3,6.1,598.36,3.3,Winter,High,20.5,1
V11504,Maersk,Michael Voyager,Bulk Carrier,Busan,Colombo,8430,25.8,5.7,12.1,5,85.5,35.2,3.6,482.54,10.7,Winter,Low,21.0,1
V11505,Maersk,Julie Voyager,LNG Carrier,Shanghai,Los Angeles,1841,4.5,8.0,14.8,22,65.3,67.8,1.3,506.48,20.2,Summer,Medium,24.2,1
V11506,Yang Ming,Shannon Voyager,LNG Carrier,Singapore,Rotterdam,6429,22.1,2.2,13.0,15,68.5,48.6,6.1,551.75,21.7,Autumn,High,27.0,1
V11507,Evergreen,Ronald Voyager,Bulk Carrier,Shanghai,Colombo,11766,43.3,0.7,18.9,22,45.8,89.8,8.3,680.7,21.9,Spring,Low,34.1,1
V11508,Hapag-Lloyd,Phillip Voyager,Oil Tanker,Rotterdam,Colombo,5443,18.9,2.1,18.3,12,63.4,79.0,8.5,837.71,4.7,Spring,Medium,28.4,1
V11509,ONE,Robert Voyager,LNG Carrier,Antwerp,Los Angeles,1428,3.3,10.7,17.0,4,81.8,72.4,3.6,824.96,0.0,Spring,Low,22.0,1
V11510,COSCO,Kathryn Voyager,LNG Carrier,Hamburg,Los Angeles,2184,8.1,3.2,23.7,17,71.0,21.0,0.0,523.01,5.5,Winter,High,8.2,0
V11511,Maersk,Richard Voyager,LNG Carrier,Rotterdam,Antwerp,2128,8.0,7.1,13.8,20,92.3,31.9,4.7,628.51,10.7,Winter,Low,20.7,1
V11512,Yang Ming,Tanya Voyager,Oil Tanker,Mumbai,Hamburg,4399,16.2,9.8,13.5,11,41.5,10.2,6.6,636.95,17.7,Winter,Medium,20.2,1
V11513,ONE,Michael Voyager,LNG Carrier,Los Angeles,Hamburg,10080,24.8,11.4,20.5,3,83.4,46.6,2.9,667.17,17.3,Winter,Low,23.0,1
V11514,Evergreen,Linda Voyager,LNG Carrier,Colombo,Los Angeles,2758,10.6,2.6,16.9,26,87.0,32.6,1.3,642.33,1.1,Spring,Low,13.9,1
V11515,CMA CGM,Theresa Voyager,Container,Singapore,Los Angeles,8581,30.3,1.5,19.3,3,93.4,66.0,9.2,771.41,17.1,Summer,High,32.4,1
V11516,Maersk,Katie Voyager,LNG Carrier,Colombo,Dubai,2172,6.4,16.2,16.2,8,70.4,18.2,2.9,642.51,6.1,Spring,Low,14.3,1
V11517,Maersk,Andrew Voyager,Oil Tanker,Shanghai,Colombo,5109,13.8,6.0,12.1,26,65.4,66.7,9.4,602.58,0.0,Summer,High,34.3,1
V11518,COSCO,Janet Voyager,Bulk Carrier,Busan,Mumbai,6931,16.0,9.1,15.0,14,41.5,72.5,2.0,558.63,12.7,Summer,Low,23.7,1
V11519,MSC,Jason Voyager,Oil Tanker,Antwerp,Shanghai,2868,7.0,2.5,21.5,30,51.3,84.9,0.1,637.41,7.2,Spring,Low,14.7,1
V11520,CMA CGM,Jennifer Voyager,LNG Carrier,Hamburg,Dubai,9042,30.7,15.7,21.5,30,54.5,1.5,8.8,494.26,1.1,Winter,Low,22.2,1
V11521,Maersk,Kenneth Voyager,Container,Singapore,Busan,8827,25.7,4.2,12.2,14,78.8,63.4,1.6,491.35,4.0,Spring,High,11.8,0
V11522,Hapag-Lloyd,Nathaniel Voyager,Container,Hamburg,Busan,1550,5.1,0.0,21.4,23,41.5,71.4,7.7,549.78,0.0,Summer,Low,24.4,1
V11523,MSC,Marc Voyager,Bulk Carrier,Antwerp,Busan,6105,14.8,6.0,13.9,24,57.6,3.8,0.7,846.28,13.0,Autumn,Low,9.7,0
V11524,MSC,Krystal Voyager,LNG Carrier,Rotterdam,Mumbai,7381,21.5,5.5,18.5,5,78.7,6.6,5.8,555.05,17.7,Spring,Medium,23.9,1
V11525,Yang Ming,Mark Voyager,LNG Carrier,Los Angeles,Rotterdam,9337,21.9,10.7,12.9,2,49.0,32.6,6.5,754.32,9.2,Summer,High,25.2,1
V11526,Evergreen,Ann Voyager,Bulk Carrier,Busan,Singapore,1172,3.6,7.9,18.0,29,52.5,7.9,8.1,644.28,7.0,Winter,Low,22.5,1
V11527,Hapag-Lloyd,James Voyager,Oil Tanker,Shanghai,Singapore,4456,12.9,11.6,13.2,26,49.7,30.1,4.6,498.2,0.2,Autumn,High,21.5,1
V11528,Evergreen,Jason Voyager,Bulk Carrier,Dubai,Antwerp,1968,7.1,4.6,20.7,22,61.5,87.0,7.9,752.46,0.1,Winter,High,25.7,1
V11529,Maersk,Wesley Voyager,Oil Tanker,Colombo,Singapore,10155,26.5,1.6,22.5,12,54.9,10.5,1.6,598.95,4.5,Winter,Medium,4.3,0
V11530,COSCO,Melissa Voyager,Container,Los Angeles,Singapore,6622,17.5,2.8,16.8,5,82.3,88.8,9.3,584.18,6.2,Summer,High,31.3,1
V11531,Yang Ming,Daniel Voyager,Oil Tanker,Rotterdam,Busan,3195,7.3,9.8,12.2,3,65.9,55.3,3.1,659.32,6.5,Winter,High,20.0,1
V11532,Hapag-Lloyd,John Voyager,LNG Carrier,Colombo,Busan,10956,29.1,6.0,20.9,4,69.7,34.0,9.7,715.19,11.2,Autumn,Medium,27.9,1
V11533,MSC,Mark Voyager,Bulk Carrier,Colombo,Antwerp,7748,23.6,2.8,13.6,18,76.3,84.8,9.9,603.36,2.5,Summer,Low,31.6,1
V11534,COSCO,Timothy Voyager,Oil Tanker,Colombo,Busan,9361,25.7,12.4,16.0,17,51.2,44.1,7.0,790.65,6.6,Summer,Low,25.6,1
V11535,Evergreen,Jennifer Voyager,Oil Tanker,Mumbai,Colombo,4846,15.6,4.7,19.1,20,96.0,38.4,1.3,739.28,4.6,Winter,Low,10.1,0
V11536,Evergreen,Terry Voyager,Oil Tanker,Busan,Shanghai,10696,36.1,0.0,13.3,23,40.8,5.2,5.7,745.78,6.5,Summer,Medium,15.1,1
V11537,COSCO,Teresa Voyager,Container,Hamburg,Dubai,6812,21.5,0.6,19.1,20,40.3,49.8,4.5,730.71,2.7,Summer,Low,14.1,1
V11538,ONE,Brandon Voyager,Bulk Carrier,Dubai,Antwerp,8162,25.8,0.0,12.4,11,45.4,41.8,6.6,529.85,2.3,Autumn,Low,18.0,1
V11539,COSCO,Donna Voyager,Bulk Carrier,Antwerp,Hamburg,6088,14.2,0.0,19.7,12,97.2,8.9,3.3,686.08,7.2,Autumn,Low,8.4,0
V11540,Yang Ming,Gwendolyn Voyager,LNG Carrier,Busan,Colombo,2261,5.1,1.4,22.2,2,43.4,17.7,8.6,676.27,10.3,Winter,High,19.5,1
V11541,CMA CGM,Regina Voyager,Oil Tanker,Singapore,Colombo,6926,22.2,3.6,17.9,23,85.6,8.1,4.2,491.48,15.8,Winter,Low,15.8,1
V11542,CMA CGM,Tony Voyager,Container,Hamburg,Rotterdam,10814,30.9,13.8,15.7,24,67.8,77.5,0.5,490.12,5.9,Autumn,High,17.7,1
V11543,Maersk,Joshua Voyager,Container,Mumbai,Los Angeles,10215,23.7,3.2,16.1,15,83.6,80.1,2.2,744.21,8.4,Spring,High,21.6,1
V11544,Yang Ming,Catherine Voyager,LNG Carrier,Busan,Rotterdam,2572,6.7,10.0,18.9,20,66.3,9.5,3.1,515.56,8.4,Summer,High,17.7,1
V11545,Hapag-Lloyd,Nicholas Voyager,Bulk Carrier,Busan,Dubai,8237,26.5,0.0,17.2,4,84.0,2.9,4.2,602.73,9.5,Winter,Low,12.5,1
V11546,ONE,Craig Voyager,Oil Tanker,Singapore,Rotterdam,5975,16.4,7.6,20.0,23,50.9,85.8,7.1,453.58,0.0,Winter,Medium,24.8,1
V11547,CMA CGM,Danielle Voyager,Oil Tanker,Los Angeles,Colombo,2985,10.9,5.2,14.1,24,92.0,54.5,0.3,837.8,14.7,Winter,Low,20.3,1
V11548,ONE,Joshua Voyager,LNG Carrier,Dubai,Colombo,5453,13.2,2.7,13.2,11,87.3,39.3,1.8,520.75,0.1,Summer,High,11.4,0
V11549,Evergreen,Mike Voyager,LNG Carrier,Los Angeles,Singapore,7050,17.8,19.1,12.8,18,78.4,71.8,6.4,641.99,14.6,Spring,High,34.0,1
V11550,Yang Ming,Sandra Voyager,Oil Tanker,Singapore,Colombo,3217,11.7,20.3,15.4,9,84.8,26.5,1.3,738.32,12.1,Summer,High,18.4,1
V11551,Yang Ming,Daniel Voyager,Container,Rotterdam,Colombo,9123,24.3,15.7,23.3,12,90.2,78.7,9.0,499.64,2.8,Summer,Low,31.1,1
V11552,Maersk,Dennis Voyager,Container,Colombo,Rotterdam,8673,21.1,9.6,23.2,5,70.2,81.2,1.1,771.09,7.9,Summer,Medium,17.4,1
V11553,CMA CGM,Kara Voyager,Container,Singapore,Colombo,5163,12.7,6.2,15.2,6,96.9,98.6,2.8,761.34,14.7,Winter,Medium,21.2,1
V11554,Evergreen,Mark Voyager,Oil Tanker,Los Angeles,Antwerp,2000,5.0,7.4,14.6,19,61.3,5.3,9.2,500.72,6.3,Summer,High,22.5,1
V11555,Hapag-Lloyd,Kimberly Voyager,Oil Tanker,Singapore,Rotterdam,7247,22.7,2.2,12.8,6,86.3,72.1,4.9,684.48,0.0,Winter,Low,17.2,1
V11556,Yang Ming,Robert Voyager,LNG Carrier,Hamburg,Los Angeles,8943,22.8,12.5,22.2,29,58.8,38.2,7.6,592.77,13.0,Autumn,High,28.5,1
V11557,MSC,Edward Voyager,Container,Singapore,Hamburg,11236,38.3,0.0,18.8,26,75.0,11.2,3.3,654.92,12.9,Spring,High,16.0,1
V11558,COSCO,Edward Voyager,Bulk Carrier,Singapore,Los Angeles,3269,8.7,11.2,17.9,24,71.6,37.6,2.0,588.78,2.2,Spring,Low,13.5,1
V11559,Hapag-Lloyd,Kent Voyager,Container,Antwerp,Rotterdam,5774,13.8,14.3,12.0,3,65.9,87.9,9.9,627.56,0.7,Summer,High,36.2,1
V11560,Evergreen,James Voyager,Bulk Carrier,Mumbai,Colombo,11301,28.8,0.0,12.2,11,99.6,74.6,9.1,793.76,6.2,Summer,High,29.5,1
V11561,Evergreen,Christopher Voyager,LNG Carrier,Antwerp,Colombo,6964,27.5,5.9,23.3,18,52.6,90.1,9.5,637.57,11.1,Spring,Medium,31.3,1
V11562,CMA CGM,John Voyager,LNG Carrier,Los Angeles,Mumbai,2012,7.7,1.9,17.2,8,46.5,2.3,3.5,849.68,10.9,Winter,Medium,13.6,1
V11563,ONE,Ashley Voyager,Container,Antwerp,Busan,9889,36.0,7.1,20.0,10,84.4,36.1,6.0,552.46,13.7,Winter,High,20.2,1
V11564,Evergreen,Kathryn Voyager,LNG Carrier,Dubai,Rotterdam,1582,5.0,3.7,22.9,2,47.0,82.0,4.8,740.97,18.9,Winter,Medium,28.4,1
V11565,Hapag-Lloyd,Jose Voyager,Container,Singapore,Antwerp,10459,35.4,9.2,16.4,24,47.2,28.3,8.9,680.32,7.1,Summer,High,29.7,1
V11566,Yang Ming,Amanda Voyager,Oil Tanker,Los Angeles,Mumbai,2371,5.3,8.1,22.0,7,65.1,0.1,3.8,729.99,0.0,Summer,Low,11.2,0
V11567,ONE,Kelly Voyager,Oil Tanker,Hamburg,Rotterdam,10774,30.9,1.7,13.0,2,71.3,6.0,4.4,509.73,12.6,Winter,Medium,11.3,0
V11568,ONE,Andrew Voyager,Oil Tanker,Hamburg,Los Angeles,8674,29.9,14.0,12.5,11,72.1,97.5,6.9,807.94,6.4,Winter,High,31.3,1
V11569,Maersk,Kelsey Voyager,LNG Carrier,Busan,Hamburg,7305,18.6,2.6,22.8,8,76.8,99.1,4.7,848.42,6.0,Autumn,High,22.4,1
V11570,COSCO,Carlos Voyager,Container,Rotterdam,Singapore,5134,14.3,12.6,16.6,5,95.6,30.0,8.7,643.74,8.4,Summer,Medium,24.2,1
V11571,COSCO,Kristi Voyager,Bulk Carrier,Antwerp,Singapore,5847,13.6,0.0,22.8,4,63.5,64.2,7.8,536.83,24.5,Autumn,High,30.1,1
V11572,ONE,Jennifer Voyager,Bulk Carrier,Mumbai,Singapore,5022,15.8,10.8,20.4,10,51.0,5.5,9.2,846.2,6.1,Autumn,Low,22.1,1
V11573,Maersk,Lee Voyager,LNG Carrier,Shanghai,Los Angeles,1659,5.4,3.6,15.9,26,58.1,68.9,4.8,573.12,8.8,Summer,Low,22.4,1
V11574,CMA CGM,Melissa Voyager,LNG Carrier,Singapore,Antwerp,6641,19.6,15.6,12.8,6,79.3,45.1,2.7,485.85,4.3,Spring,High,17.2,1
V11575,MSC,Rebecca Voyager,LNG Carrier,Busan,Hamburg,10223,26.2,10.0,16.3,2,77.0,78.2,1.9,806.64,13.6,Summer,Medium,22.9,1
V11576,MSC,Sean Voyager,Bulk Carrier,Shanghai,Hamburg,9531,23.5,3.0,19.0,15,78.7,27.7,2.8,497.23,0.0,Spring,Low,12.5,1
V11577,MSC,Nicole Voyager,Bulk Carrier,Rotterdam,Busan,10542,24.4,10.3,16.5,7,46.2,58.8,4.8,465.56,5.4,Spring,Low,23.0,1
V11578,Yang Ming,Jack Voyager,Oil Tanker,Los Angeles,Shanghai,3232,7.4,4.9,17.8,17,70.7,86.5,4.8,836.11,17.8,Summer,High,27.1,1
V11579,ONE,Taylor Voyager,Bulk Carrier,Dubai,Rotterdam,10299,33.5,2.9,18.8,12,54.2,67.1,4.5,470.72,3.7,Summer,Low,19.8,1
V11580,Evergreen,Steven Voyager,LNG Carrier,Hamburg,Mumbai,8048,23.2,6.3,17.4,13,72.0,82.5,7.3,575.61,9.2,Autumn,High,28.4,1
V11581,Hapag-Lloyd,Mason Voyager,Bulk Carrier,Rotterdam,Shanghai,10202,31.4,13.4,18.1,3,47.9,87.9,9.7,662.41,5.3,Spring,Medium,38.6,1
V11582,ONE,Erica Voyager,Container,Hamburg,Mumbai,2897,9.0,21.7,16.3,26,46.1,59.5,1.4,765.14,2.8,Autumn,Medium,22.5,1
V11583,Hapag-Lloyd,Jane Voyager,Bulk Carrier,Los Angeles,Rotterdam,7123,16.8,5.3,14.1,8,69.6,91.8,2.0,743.34,20.2,Autumn,Low,24.9,1
V11584,MSC,Jonathan Voyager,Container,Shanghai,Rotterdam,8754,31.1,7.2,13.0,7,86.7,76.7,5.1,489.24,9.4,Summer,Medium,25.5,1
V11585,Yang Ming,Julie Voyager,Container,Colombo,Busan,11671,27.7,9.8,21.6,16,67.7,50.8,1.5,611.55,8.6,Summer,Low,17.0,1
V11586,ONE,Andrew Voyager,Oil Tanker,Mumbai,Los Angeles,4403,12.9,7.1,13.4,21,58.6,35.6,7.5,659.41,4.4,Winter,High,23.2,1
V11587,COSCO,David Voyager,LNG Carrier,Mumbai,Busan,896,2.1,8.8,23.7,14,65.3,87.2,1.2,756.84,11.3,Winter,Low,22.0,1
V11588,MSC,Robert Voyager,Bulk Carrier,Rotterdam,Dubai,10948,27.4,15.3,15.0,2,64.8,92.9,1.0,531.54,4.9,Spring,Medium,22.2,1
V11589,Evergreen,Randy Voyager,LNG Carrier,Shanghai,Antwerp,2108,5.1,5.0,17.6,1,44.6,16.7,0.2,700.3,1.4,Summer,Low,6.4,0
V11590,Evergreen,Tom Voyager,LNG Carrier,Los Angeles,Mumbai,11949,27.9,9.9,18.2,5,57.3,98.7,6.1,451.15,1.5,Summer,High,27.3,1
V11591,Maersk,Brandon Voyager,Container,Mumbai,Rotterdam,5547,17.0,3.6,21.2,16,65.3,61.6,4.2,811.34,0.0,Summer,High,16.0,1
V11592,Evergreen,Allison Voyager,LNG Carrier,Antwerp,Colombo,3392,8.2,0.3,15.9,28,50.0,18.9,6.4,593.67,9.0,Autumn,High,19.5,1
V11593,ONE,Robin Voyager,Oil Tanker,Colombo,Dubai,6842,23.9,8.0,18.6,23,99.3,4.5,0.2,731.55,10.6,Spring,Medium,12.7,1
V11594,Hapag-Lloyd,William Voyager,LNG Carrier,Los Angeles,Shanghai,6852,21.5,2.0,16.8,19,84.7,18.4,5.6,799.51,3.4,Spring,High,16.8,1
V11595,MSC,Allen Voyager,Container,Dubai,Singapore,4529,11.4,5.3,14.1,26,95.7,68.8,8.6,639.1,14.8,Spring,Low,34.5,1
V11596,ONE,Samuel Voyager,Bulk Carrier,Los Angeles,Antwerp,7743,29.2,15.6,13.4,30,87.3,32.6,1.4,730.22,7.5,Spring,High,15.0,1
V11597,Maersk,Antonio Voyager,Oil Tanker,Los Angeles,Dubai,8767,33.0,7.7,18.5,4,44.7,96.0,4.1,795.07,7.6,Winter,Medium,26.5,1
V11598,Evergreen,William Voyager,Container,Colombo,Shanghai,3033,8.2,9.3,22.8,25,69.5,90.1,0.0,812.87,4.8,Winter,Low,14.2,1
V11599,Evergreen,Lauren Voyager,Bulk Carrier,Shanghai,Mumbai,2981,9.9,5.3,20.9,25,73.4,4.1,6.0,487.52,0.0,Spring,Medium,13.9,1
V11600,Maersk,Kristy Voyager,Oil Tanker,Antwerp,Dubai,1194,3.3,4.0,16.2,12,76.8,67.1,7.6,679.4,13.2,Summer,Low,25.4,1
V11601,CMA CGM,Travis Voyager,LNG Carrier,Mumbai,Hamburg,8893,26.0,6.0,16.6,27,91.2,42.0,9.4,636.24,17.5,Summer,Medium,34.4,1
V11602,Maersk,Bailey Voyager,Container,Dubai,Hamburg,8436,20.0,10.9,19.3,7,81.1,9.8,5.1,506.15,10.0,Spring,High,15.8,1
V11603,Maersk,Cynthia Voyager,Container,Rotterdam,Colombo,5828,14.9,6.8,12.7,15,58.7,73.9,7.6,515.3,10.5,Winter,Medium,28.4,1
V11604,CMA CGM,Jessica Voyager,Bulk Carrier,Dubai,Los Angeles,4416,10.8,5.4,21.1,30,77.3,67.1,5.0,591.71,0.0,Summer,High,19.1,1
V11605,Hapag-Lloyd,Annette Voyager,Oil Tanker,Shanghai,Los Angeles,3997,10.9,3.8,17.0,4,86.5,25.1,6.1,661.2,16.4,Spring,Low,21.3,1
V11606,Evergreen,Terri Voyager,Bulk Carrier,Singapore,Antwerp,8045,20.9,4.7,21.9,4,93.3,43.3,0.5,651.71,7.5,Spring,Medium,8.7,0
V11607,Evergreen,Kimberly Voyager,Oil Tanker,Colombo,Singapore,2742,8.2,9.6,22.7,20,93.9,78.0,3.2,808.16,0.0,Winter,Low,20.8,1
V11608,Evergreen,Amanda Voyager,Container,Los Angeles,Dubai,9446,21.9,5.9,16.2,20,42.3,49.9,6.8,496.25,15.8,Autumn,Low,22.7,1
V11609,MSC,Lauren Voyager,LNG Carrier,Colombo,Mumbai,8163,18.6,0.0,15.1,21,70.3,28.3,2.0,699.5,6.2,Spring,High,11.5,0
V11610,Evergreen,Meghan Voyager,Oil Tanker,Mumbai,Colombo,4874,18.7,3.2,18.1,20,42.0,21.2,8.3,685.14,11.5,Summer,Low,26.4,1
V11611,Yang Ming,Christopher Voyager,Bulk Carrier,Mumbai,Los Angeles,8582,20.5,9.3,21.3,18,41.4,1.4,6.9,716.03,8.6,Autumn,High,20.0,1
V11612,Evergreen,Sandra Voyager,LNG Carrier,Hamburg,Mumbai,1190,3.0,2.9,23.3,19,89.2,58.3,0.3,825.93,7.7,Autumn,Medium,8.7,0
V11613,ONE,Chelsea Voyager,Oil Tanker,Dubai,Rotterdam,2980,11.7,2.1,16.3,24,42.4,35.5,0.7,790.46,11.1,Autumn,High,11.2,0
V11614,MSC,Victoria Voyager,Container,Los Angeles,Mumbai,10520,34.0,2.3,22.1,7,66.7,99.3,7.8,820.52,10.7,Autumn,Medium,30.7,1
V11615,ONE,Karen Voyager,Oil Tanker,Singapore,Rotterdam,3001,7.3,4.9,14.0,26,49.9,83.8,0.4,480.11,7.1,Spring,Medium,18.0,1
V11616,Yang Ming,Katie Voyager,Container,Mumbai,Hamburg,11561,30.0,10.8,13.4,14,44.1,60.5,3.6,676.67,9.2,Autumn,Medium,20.6,1
V11617,Maersk,Ryan Voyager,Oil Tanker,Colombo,Mumbai,1360,3.1,4.9,20.1,7,72.4,69.9,4.1,762.83,5.6,Winter,Medium,17.6,1
V11618,Maersk,Joshua Voyager,Container,Busan,Colombo,5980,17.1,8.5,18.3,8,64.5,53.4,7.3,509.67,11.4,Autumn,Medium,29.7,1
V11619,COSCO,Shannon Voyager,Bulk Carrier,Singapore,Los Angeles,1572,4.9,1.0,16.4,25,61.7,55.9,5.0,634.33,8.9,Autumn,Low,21.0,1
V11620,MSC,Nicole Voyager,Container,Busan,Dubai,8225,19.1,7.5,15.7,8,49.1,48.4,4.6,670.81,8.8,Summer,High,21.4,1
V11621,CMA CGM,Joanne Voyager,LNG Carrier,Shanghai,Singapore,8593,29.9,5.3,19.1,7,46.5,83.8,2.1,685.83,14.6,Summer,High,20.2,1
V11622,ONE,Debra Voyager,Bulk Carrier,Colombo,Busan,11496,26.5,5.1,23.2,20,54.5,65.6,3.6,781.82,14.5,Summer,Low,19.7,1
V11623,ONE,Charles Voyager,Bulk Carrier,Colombo,Shanghai,9366,22.1,2.2,23.5,18,86.3,17.2,8.0,724.87,12.4,Winter,Low,18.3,1
V11624,MSC,Deborah Voyager,Bulk Carrier,Los Angeles,Rotterdam,886,2.4,9.3,18.5,28,58.7,72.2,5.6,837.95,5.1,Summer,Low,27.0,1
V11625,Yang Ming,Matthew Voyager,Container,Mumbai,Hamburg,6693,19.7,0.0,18.5,19,64.8,49.5,1.9,667.37,15.1,Autumn,Medium,13.7,1
V11626,COSCO,Allison Voyager,Bulk Carrier,Rotterdam,Mumbai,8258,18.8,9.6,13.7,14,84.4,67.3,0.9,492.65,0.9,Spring,Medium,18.7,1
V11627,CMA CGM,Heather Voyager,Bulk Carrier,Shanghai,Los Angeles,11299,37.0,5.6,21.9,12,60.8,34.8,4.4,658.69,19.7,Winter,High,19.9,1
V11628,Maersk,Lori Voyager,Container,Shanghai,Mumbai,11719,28.7,3.8,18.4,20,66.1,67.7,7.9,791.3,15.3,Autumn,Medium,28.2,1
V11629,Evergreen,Ryan Voyager,LNG Carrier,Dubai,Rotterdam,10543,41.1,2.5,14.8,5,80.3,82.3,9.2,818.02,11.0,Winter,High,30.2,1
V11630,MSC,Andrew Voyager,LNG Carrier,Colombo,Mumbai,891,3.4,8.6,19.9,11,66.1,11.2,5.4,688.79,9.0,Spring,Medium,15.3,1
V11631,COSCO,Autumn Voyager,Oil Tanker,Rotterdam,Singapore,781,2.8,10.8,12.1,11,69.2,63.3,4.2,760.57,0.4,Autumn,High,22.3,1
V11632,Evergreen,Adam Voyager,Oil Tanker,Los Angeles,Hamburg,8119,31.8,6.6,14.9,15,62.0,0.5,9.8,541.25,5.3,Autumn,Medium,21.3,1
V11633,COSCO,Maria Voyager,Bulk Carrier,Hamburg,Antwerp,3508,13.0,7.6,20.8,2,67.6,36.5,8.9,478.12,2.8,Autumn,High,26.3,1
V11634,Evergreen,Andrew Voyager,Container,Los Angeles,Mumbai,7144,18.5,12.2,23.0,17,68.9,0.1,4.3,687.01,17.9,Autumn,High,19.8,1
V11635,Hapag-Lloyd,Jeffrey Voyager,Container,Colombo,Dubai,1334,4.4,4.0,14.5,25,64.7,14.3,1.5,748.5,6.2,Autumn,Medium,9.2,0
V11636,Evergreen,Ronald Voyager,Bulk Carrier,Busan,Los Angeles,11680,32.6,7.2,12.1,24,40.0,34.7,1.9,738.14,10.6,Summer,Low,18.7,1
V11637,MSC,Jonathan Voyager,Oil Tanker,Los Angeles,Shanghai,5543,18.4,6.1,12.9,12,56.8,7.0,3.2,474.54,0.0,Winter,Medium,9.1,0
V11638,Hapag-Lloyd,Jeffrey Voyager,Container,Dubai,Antwerp,4722,13.7,13.8,13.8,4,73.3,83.0,7.3,846.7,0.0,Autumn,Medium,31.0,1
V11639,CMA CGM,Emily Voyager,Bulk Carrier,Colombo,Singapore,3915,11.3,4.0,15.2,19,48.7,77.3,1.3,613.42,2.7,Winter,Low,16.2,1
V11640,Hapag-Lloyd,Mark Voyager,Container,Los Angeles,Mumbai,6870,17.7,13.8,12.1,18,88.2,39.2,7.1,829.39,10.0,Winter,Low,28.1,1
V11641,CMA CGM,Stephen Voyager,Container,Hamburg,Singapore,3579,10.6,0.0,20.7,21,82.9,76.9,4.1,467.63,7.4,Spring,High,16.9,1
V11642,Yang Ming,Elizabeth Voyager,Oil Tanker,Rotterdam,Shanghai,3278,7.7,4.5,14.1,28,47.1,25.7,9.2,588.66,7.6,Summer,Low,21.4,1
